,Unnamed: 0,Half,Time,Idactor2,EventName,BodyPart,TargetX,TargetY,Start Frame,IDactor1,Team,Start X,Start Y
0,0,1,0,0.0,HalfTime Start,0,0.0,0.0,0.0,0,Away,,
1,1,1,57,0.0,Pass,foot,0.0,0.0,0.0,617173,Away,50,0
2,2,1,1095,0.0,Reception,foot,0.0,0.0,1000.0,997427,Away,-1750,-200
3,3,1,2375,0.0,Pass,foot,0.0,0.0,2300.0,551844,Away,-1750,-200
4,4,1,5374,0.0,Pass,Header,0.0,0.0,5300.0,507914,Home,3250,-1200
5,5,1,6613,0.0,Hold of ball,0,0.0,0.0,6600.0,869616,Home,4550,-600
6,6,1,12345,0.0,Pass,Hands (dropped),0.0,0.0,12300.0,869616,Home,3850,-300
7,7,1,14649,0.0,Pass,foot,0.0,0.0,14600.0,740462,Home,1950,-3120
8,8,1,15643,0.0,Reception,foot,0.0,0.0,15600.0,597710,Home,450,-3027
9,9,1,16202,0.0,Pass,foot,0.0,0.0,16200.0,597710,Home,350,-3120
10,10,1,16322,0.0,Block,foot,0.0,0.0,16300.0,865302,Away,250,-3027
11,11,1,17641,0.0,Reception,foot,0.0,0.0,17600.0,1058906,Away,1050,-3213
12,12,1,18038,0.0,Pass,foot,0.0,0.0,18000.0,1058906,Away,950,-3307
13,13,1,18882,0.0,Pass,foot,0.0,0.0,18800.0,865302,Away,350,-3120
14,14,1,21426,0.0,Pass,foot,0.0,0.0,21400.0,507914,Home,2550,-2934
15,15,1,22478,0.0,Pass,foot,0.0,0.0,22400.0,704169,Home,1350,-2374
16,16,1,23176,0.0,Pass,foot,0.0,0.0,23100.0,922857,Away,1350,-1400
17,17,1,24133,0.0,Reception,foot,0.0,0.0,24100.0,897314,Away,2150,-1800
18,18,1,25141,0.0,Running with ball,foot,0.0,0.0,25100.0,897314,Away,2350,-1500
19,19,1,25660,0.0,Running with ball,foot,0.0,0.0,25600.0,897314,Away,2650,-1500
20,20,1,26199,0.0,Running with ball,foot,0.0,0.0,26100.0,897314,Away,2950,-1300
21,21,1,26924,0.0,Shot not on target,Left foot,5250.0,-700.0,26900.0,897314,Away,3250,-1300
22,22,1,27816,0.0,Out for goal kick,0,0.0,0.0,27800.0,0,Away,5250,-700
23,23,1,52262,0.0,Pass,foot,0.0,0.0,52200.0,869616,Home,4750,-500
24,24,1,55190,1169228.0,Foul - Direct free-kick,0,0.0,0.0,55100.0,997427,Away,-350,2374
25,25,1,59293,0.0,Pass,foot,0.0,0.0,59200.0,1142529,Home,450,1500
26,26,1,60376,0.0,Reception,foot,0.0,0.0,60300.0,747138,Home,1550,1200
27,27,1,61648,0.0,Pass,foot,0.0,0.0,61600.0,747138,Home,1750,600
28,28,1,63849,0.0,Pass,foot,0.0,0.0,63800.0,740462,Home,650,-2654
29,29,1,65966,0.0,Pass,foot,0.0,0.0,65900.0,597710,Home,-1450,-3120
30,30,1,66620,704169.0,Reception,foot,0.0,0.0,66600.0,551844,Away,-1150,-2560
31,31,1,67329,0.0,Pass,foot,0.0,0.0,67300.0,551844,Away,-1050,-2934
32,32,1,68010,0.0,Reception,foot,0.0,0.0,68000.0,740462,Home,-1050,-2747
33,33,1,68773,0.0,Pass,foot,0.0,0.0,68700.0,740462,Home,-650,-2840
34,34,1,69757,997427.0,Pass,foot,0.0,0.0,69700.0,1169228,Home,-2050,-1400
35,35,1,72237,0.0,Reception,foot,0.0,0.0,72200.0,1061291,Away,-150,-100
36,36,1,72585,0.0,Running with ball,foot,0.0,0.0,72500.0,1061291,Away,-350,-100
37,37,1,73403,0.0,Running with ball,foot,0.0,0.0,73400.0,1061291,Away,-350,100
38,38,1,74152,0.0,Pass,foot,0.0,0.0,74100.0,1061291,Away,-750,500
39,39,1,75248,0.0,Reception,foot,0.0,0.0,75200.0,997427,Away,-2150,800
40,40,1,75750,0.0,Pass,foot,0.0,0.0,75700.0,997427,Away,-2150,900
41,41,1,78215,0.0,Reception,foot,0.0,0.0,78200.0,736418,Away,-4550,400
42,42,1,78742,0.0,Running with ball,foot,0.0,0.0,78700.0,736418,Away,-4450,500
43,43,1,79600,0.0,Pass,foot,0.0,0.0,79600.0,736418,Away,-4550,300
44,44,1,81269,0.0,Reception,foot,0.0,0.0,81200.0,997427,Away,-2650,2840
45,45,1,82731,0.0,Running with ball,foot,0.0,0.0,82700.0,997427,Away,-2450,2654
46,46,1,84782,0.0,Running with ball,foot,0.0,0.0,84700.0,997427,Away,-1750,3027
47,47,1,85648,0.0,Running with ball,foot,0.0,0.0,85600.0,997427,Away,-1550,2840
48,48,1,88246,0.0,Pass,foot,0.0,0.0,88200.0,997427,Away,-1050,2654
49,49,1,90353,0.0,Reception,foot,0.0,0.0,90300.0,551844,Away,-1750,-700
50,50,1,91386,0.0,Pass,foot,0.0,0.0,91300.0,551844,Away,-1750,-800
51,51,1,93258,0.0,Reception,foot,0.0,0.0,93200.0,865302,Away,-850,-2560
52,52,1,94568,0.0,Pass,foot,0.0,0.0,94500.0,865302,Away,-650,-2840
53,53,1,95956,0.0,Reception,foot,0.0,0.0,95900.0,1058906,Away,1050,-3027
54,54,1,96738,0.0,Running with ball,foot,0.0,0.0,96700.0,1058906,Away,1050,-3027
55,55,1,98637,0.0,Pass,foot,0.0,0.0,98600.0,1058906,Away,950,-3213
56,56,1,100056,0.0,Reception,foot,0.0,0.0,100000.0,865302,Away,-650,-3027
57,57,1,100639,0.0,Pass,foot,0.0,0.0,100600.0,865302,Away,-850,-3213
58,58,1,101404,0.0,Pass,foot,0.0,0.0,101400.0,617173,Away,-650,-1500
59,59,1,102380,0.0,Reception,foot,0.0,0.0,102300.0,865302,Away,-1050,-2840
60,60,1,103655,0.0,Pass,foot,0.0,0.0,103600.0,865302,Away,-1250,-2747
61,61,1,104874,0.0,Reception,foot,0.0,0.0,104800.0,551844,Away,-1850,-700
62,62,1,106801,0.0,Pass,foot,0.0,0.0,106800.0,551844,Away,-1950,-700
63,63,1,107939,0.0,Reception,foot,0.0,0.0,107900.0,922857,Away,-1250,1000
64,64,1,108665,0.0,Running with ball,foot,0.0,0.0,108600.0,922857,Away,-1350,1000
65,65,1,109898,0.0,Running with ball,foot,0.0,0.0,109800.0,922857,Away,-1050,1100
66,66,1,111000,0.0,Running with ball,foot,0.0,0.0,111000.0,922857,Away,-750,1100
67,67,1,112726,0.0,Running with ball,foot,0.0,0.0,112700.0,922857,Away,50,1000
68,68,1,113229,0.0,Pass,foot,0.0,0.0,113200.0,922857,Away,-50,700
69,69,1,114946,0.0,Reception,foot,0.0,0.0,114900.0,865302,Away,250,-1100
70,70,1,116362,0.0,Pass,foot,0.0,0.0,116300.0,865302,Away,650,-1500
71,71,1,118417,0.0,Pass,foot,0.0,0.0,118400.0,349538,Home,3350,800
72,72,1,120419,0.0,Reception,Chest,0.0,0.0,120400.0,597710,Home,2550,-2000
73,73,1,122214,0.0,Pass,foot,0.0,0.0,122200.0,597710,Home,3450,-2747
74,74,1,123387,0.0,Pass,foot,0.0,0.0,123300.0,740462,Home,3950,-1900
75,75,1,125814,0.0,Pass,Header,0.0,0.0,125800.0,551844,Away,650,-2187
76,76,1,127323,0.0,Reception,foot,0.0,0.0,127300.0,897314,Away,2250,-1700
77,77,1,128168,0.0,Pass,foot,0.0,0.0,128100.0,897314,Away,1950,-2187
78,78,1,129477,0.0,Reception,foot,0.0,0.0,129400.0,1058906,Away,2350,-3027
79,79,1,130565,0.0,Running with ball,foot,0.0,0.0,130500.0,1058906,Away,2250,-3213
80,80,1,131212,0.0,Pass,foot,0.0,0.0,131200.0,1058906,Away,1850,-3120
81,81,1,131979,0.0,Reception,foot,0.0,0.0,131900.0,897314,Away,2550,-2000
82,82,1,133285,0.0,Pass,foot,0.0,0.0,133200.0,897314,Away,2550,-2187
83,83,1,134335,0.0,Reception,foot,0.0,0.0,134300.0,831314,Away,4050,-1600
84,84,1,135124,0.0,Running with ball,foot,0.0,0.0,135100.0,831314,Away,4250,-1800
85,85,1,135628,0.0,Running with ball,foot,0.0,0.0,135600.0,831314,Away,4150,-1700
86,86,1,136497,0.0,Pass,foot,0.0,0.0,136400.0,831314,Away,4050,-1400
87,87,1,137749,0.0,Reception,foot,0.0,0.0,137700.0,1188348,Home,3850,-100
88,88,1,138731,1188348.0,Reception,foot,0.0,0.0,138700.0,1061291,Away,3850,-100
89,89,1,139927,0.0,Running with ball,foot,0.0,0.0,139900.0,1061291,Away,3450,200
90,90,1,140337,0.0,Pass,foot,0.0,0.0,140300.0,1061291,Away,3350,300
91,91,1,141645,0.0,Reception,foot,0.0,0.0,141600.0,734131,Away,3650,1500
92,92,1,142672,0.0,Cross,foot,0.0,0.0,142600.0,734131,Away,4050,1600
93,93,1,144512,0.0,Clearance,Header,0.0,0.0,144500.0,507914,Home,5050,-700
94,94,1,150338,0.0,Out for throw-in,0,0.0,0.0,150300.0,0,Away,5050,-3400
95,95,1,164201,0.0,Pass,Hands (dropped),0.0,0.0,164200.0,1058906,Away,4550,-3400
96,96,1,164401,0.0,Out for goal kick,0,0.0,0.0,164400.0,0,Away,5250,-2747
97,97,1,168461,0.0,Pass,foot,0.0,0.0,168400.0,869616,Home,4750,-400
98,98,1,171061,0.0,Pass,foot,0.0,0.0,171000.0,747138,Home,4650,1200
99,99,1,173657,0.0,Reception,foot,0.0,0.0,173600.0,349538,Home,2950,2747
100,100,1,174097,0.0,Pass,foot,0.0,0.0,174000.0,349538,Home,2550,2374
101,101,1,175667,0.0,Clearance,foot,0.0,0.0,175600.0,997427,Away,450,3120
102,102,1,176247,0.0,Out for throw-in,0,0.0,0.0,176200.0,0,Away,350,3400
103,103,1,185828,0.0,Pass,Hands (dropped),0.0,0.0,185800.0,349538,Home,-150,3400
104,104,1,189269,0.0,Clearance,Header,0.0,0.0,189200.0,865302,Away,-3650,2560
105,105,1,190814,0.0,Out for throw-in,0,0.0,0.0,190800.0,0,Away,-4050,3400
106,106,1,214093,0.0,Pass,Hands (dropped),0.0,0.0,214000.0,349538,Home,-4250,3400
107,107,1,215964,1169228.0,Clearance uncontrolled,Header,0.0,0.0,215900.0,922857,Away,-5050,1700
108,108,1,216074,0.0,Reception,foot,0.0,0.0,216000.0,1169228,Home,-4950,1800
109,109,1,217079,0.0,Reception,foot,0.0,0.0,217000.0,952727,Home,-4450,1000
110,110,1,218022,0.0,Reception,foot,0.0,0.0,218000.0,507914,Home,-4650,1000
111,111,1,218540,0.0,Running with ball,foot,0.0,0.0,218500.0,507914,Home,-4750,1100
112,112,1,219420,0.0,Pass,foot,0.0,0.0,219400.0,507914,Home,-5050,1300
113,113,1,220055,0.0,Reception,foot,0.0,0.0,220000.0,551844,Away,-4550,800
114,114,1,220335,0.0,Running with ball,foot,0.0,0.0,220300.0,551844,Away,-4550,800
115,115,1,220471,551844.0,Pass,foot,0.0,0.0,220400.0,952727,Home,-4550,800
116,116,1,222240,617173.0,Pass,foot,0.0,0.0,222200.0,349538,Home,-3750,1300
117,117,1,223110,0.0,Reception,foot,0.0,0.0,223100.0,704169,Home,-3150,700
118,118,1,223647,0.0,Pass,foot,0.0,0.0,223600.0,704169,Home,-3350,800
119,119,1,224590,0.0,Reception,foot,0.0,0.0,224500.0,1142529,Home,-2550,1000
120,120,1,225223,0.0,Pass,foot,0.0,0.0,225200.0,1142529,Home,-2550,1000
121,121,1,226774,0.0,Pass,foot,0.0,0.0,226700.0,740462,Home,-2050,-900
122,122,1,229627,0.0,Pass,Header,0.0,0.0,229600.0,1169228,Home,-3950,1200
123,123,1,230709,0.0,Reception,Chest,0.0,0.0,230700.0,1188348,Home,-3150,700
124,124,1,231592,0.0,Shot not on target,foot,-5250.0,260.0,231500.0,1188348,Home,-3050,700
125,125,1,231669,0.0,Block,foot,0.0,0.0,231600.0,922857,Away,-3150,700
126,126,1,233300,0.0,Out for corner,0,0.0,0.0,233300.0,0,Away,-3150,800
127,127,1,257209,0.0,Cross,foot,0.0,0.0,257200.0,1142529,Home,-5150,3400
128,128,1,258346,1169228.0,Clearance uncontrolled,foot,0.0,0.0,258300.0,922857,Away,-5050,1000
129,129,1,259850,0.0,Clearance,foot,0.0,0.0,259800.0,734131,Away,-4950,2094
130,130,1,263953,0.0,Pass,foot,0.0,0.0,263900.0,349538,Home,-1550,3120
131,131,1,265302,0.0,Out for throw-in,0,0.0,0.0,265300.0,0,Away,-2850,3400
132,132,1,268863,0.0,Pass,Hands (dropped),0.0,0.0,268800.0,734131,Away,-2350,3400
133,133,1,270742,0.0,Pass,foot,0.0,0.0,270700.0,897314,Away,-450,2187
134,134,1,271329,0.0,Clearance,Header,0.0,0.0,271300.0,349538,Home,450,2840
135,135,1,274288,0.0,Reception,foot,0.0,0.0,274200.0,1061291,Away,550,2934
136,136,1,274559,0.0,Out for throw-in,0,0.0,0.0,274500.0,0,Away,1150,3400
137,137,1,281131,0.0,Pass,Hands (dropped),0.0,0.0,281100.0,349538,Home,1450,3400
138,138,1,282622,0.0,Reception,foot,0.0,0.0,282600.0,747138,Home,2850,2374
139,139,1,283959,0.0,Running with ball,foot,0.0,0.0,283900.0,747138,Home,2950,2187
140,140,1,284546,0.0,Pass,foot,0.0,0.0,284500.0,747138,Home,2950,2094
141,141,1,286391,0.0,Reception,foot,0.0,0.0,286300.0,869616,Home,4650,1000
142,142,1,287350,0.0,Pass,foot,0.0,0.0,287300.0,869616,Home,4850,1200
143,143,1,290151,0.0,Pass,Header,0.0,0.0,290100.0,997427,Away,550,2374
144,144,1,292188,0.0,Pass,foot,0.0,0.0,292100.0,617173,Away,1450,800
145,145,1,294765,0.0,Clearance,foot,0.0,0.0,294700.0,349538,Home,3050,2281
146,146,1,295690,0.0,Out for throw-in,0,0.0,0.0,295600.0,0,Away,2850,3400
147,147,1,300040,0.0,Pass,Hands (dropped),0.0,0.0,300000.0,734131,Away,2650,3400
148,148,1,301875,0.0,Reception,foot,0.0,0.0,301800.0,997427,Away,2250,3213
149,149,1,302998,0.0,Running with ball,foot,0.0,0.0,302900.0,997427,Away,2350,3027
150,150,1,304087,0.0,Running with ball,foot,0.0,0.0,304000.0,997427,Away,2350,2934
151,151,1,304881,0.0,Pass,foot,0.0,0.0,304800.0,997427,Away,2250,3120
152,152,1,305408,0.0,Clearance,Header,0.0,0.0,305400.0,349538,Home,3250,2654
153,153,1,308695,0.0,Cross,foot,0.0,0.0,308600.0,734131,Away,4750,3027
154,154,1,311679,0.0,Reception,Chest,0.0,0.0,311600.0,1058906,Away,3950,-1700
155,155,1,313524,0.0,Pass,foot,0.0,0.0,313500.0,507914,Home,4650,-1200
156,156,1,315729,0.0,Reception,foot,0.0,0.0,315700.0,952727,Home,1250,-2560
157,157,1,317202,0.0,Pass,foot,0.0,0.0,317200.0,952727,Home,1050,-2840
158,158,1,317300,0.0,Reception,foot,0.0,0.0,317300.0,865302,Away,750,-2934
159,159,1,318755,0.0,Out for throw-in,0,0.0,0.0,318700.0,0,Away,-550,-3400
160,160,1,323647,0.0,Pass,Hands (dropped),0.0,0.0,323600.0,740462,Home,-850,-3400
161,161,1,325528,0.0,Reception,foot,0.0,0.0,325500.0,952727,Home,-2150,-1700
162,162,1,325679,952727.0,Pass,foot,0.0,0.0,325600.0,551844,Away,-2150,-1700
163,163,1,326060,0.0,Pass,foot,0.0,0.0,326000.0,922857,Away,-2050,-1400
164,164,1,326768,0.0,Reception,foot,0.0,0.0,326700.0,551844,Away,-1750,-1300
165,165,1,327387,0.0,Running with ball,foot,0.0,0.0,327300.0,551844,Away,-1450,-1400
166,166,1,327904,0.0,Pass,foot,0.0,0.0,327900.0,551844,Away,-1450,-1500
167,167,1,329200,0.0,Reception,foot,0.0,0.0,329200.0,1061291,Away,-350,-300
168,168,1,330206,0.0,Running with ball,foot,0.0,0.0,330200.0,1061291,Away,-150,-300
169,169,1,331455,0.0,Pass,foot,0.0,0.0,331400.0,1061291,Away,550,-600
170,170,1,333433,0.0,Reception,foot,0.0,0.0,333400.0,831314,Away,2450,-2654
171,171,1,334019,0.0,Running with ball,foot,0.0,0.0,334000.0,831314,Away,2450,-2654
172,172,1,334599,0.0,Running with ball,foot,0.0,0.0,334500.0,831314,Away,2550,-2467
173,173,1,335517,0.0,Running with ball,foot,0.0,0.0,335500.0,831314,Away,2550,-2281
174,174,1,335981,0.0,Running with ball,foot,0.0,0.0,335900.0,831314,Away,2550,-2000
175,175,1,336747,0.0,Pass,foot,0.0,0.0,336700.0,831314,Away,2950,-1600
176,176,1,337798,0.0,Reception,foot,0.0,0.0,337700.0,617173,Away,2450,-1100
177,177,1,338356,0.0,Pass,foot,0.0,0.0,338300.0,617173,Away,2550,-500
178,178,1,338955,0.0,Pass,foot,0.0,0.0,338900.0,1061291,Away,3550,-300
179,179,1,339655,0.0,Clearance,foot,0.0,0.0,339600.0,740462,Home,3850,-1100
180,180,1,340389,0.0,Pass,foot,0.0,0.0,340300.0,617173,Away,3450,-1300
181,181,1,342104,0.0,Cross,Left foot,0.0,0.0,342100.0,1058906,Away,4450,-1900
182,182,1,342177,0.0,Reception,foot,0.0,0.0,342100.0,740462,Home,4450,-1700
183,183,1,343011,1061291.0,Clearance uncontrolled,foot,0.0,0.0,343000.0,747138,Home,4550,0
184,184,1,344821,704169.0,Pass,foot,0.0,0.0,344800.0,617173,Away,3750,-400
185,185,1,350408,0.0,Reception,foot,0.0,0.0,350400.0,1188348,Home,3850,2934
186,186,1,351036,0.0,Running with ball,foot,0.0,0.0,351000.0,1188348,Home,3450,3120
187,187,1,354808,0.0,Reception,foot,0.0,0.0,354800.0,922857,Away,2150,2654
188,188,1,355718,0.0,Running with ball,foot,0.0,0.0,355700.0,922857,Away,2250,2560
189,189,1,356335,0.0,Running with ball,foot,0.0,0.0,356300.0,922857,Away,2150,2281
190,190,1,357391,0.0,Pass,foot,0.0,0.0,357300.0,922857,Away,2050,2187
191,191,1,361160,0.0,Reception,foot,0.0,0.0,361100.0,869616,Home,5050,1400
192,192,1,362690,0.0,Running with ball,foot,0.0,0.0,362600.0,869616,Home,4950,1200
193,193,1,363529,0.0,Running with ball,foot,0.0,0.0,363500.0,869616,Home,4450,800
194,194,1,365275,0.0,Running with ball,foot,0.0,0.0,365200.0,869616,Home,4250,400
195,195,1,367000,0.0,Running with ball,foot,0.0,0.0,367000.0,869616,Home,4150,300
196,196,1,370846,0.0,Running with ball,foot,0.0,0.0,370800.0,869616,Home,4050,100
197,197,1,372373,0.0,Running with ball,foot,0.0,0.0,372300.0,869616,Home,3950,0
198,198,1,376167,0.0,Hold of ball,0,0.0,0.0,376100.0,869616,Home,3850,500
199,199,1,379494,0.0,Drop kick,foot,0.0,0.0,379400.0,869616,Home,3750,400
200,200,1,382330,551844.0,Pass,Header,0.0,0.0,382300.0,1169228,Home,-950,1800
201,201,1,385261,0.0,Reception,Chest,0.0,0.0,385200.0,865302,Away,-1050,-300
202,202,1,386220,0.0,Pass,foot,0.0,0.0,386200.0,865302,Away,-550,-400
203,203,1,388664,0.0,Reception,foot,0.0,0.0,388600.0,1058906,Away,-750,-1700
204,204,1,389353,0.0,Running with ball,foot,0.0,0.0,389300.0,1058906,Away,-550,-1700
205,205,1,390248,0.0,Running with ball,foot,0.0,0.0,390200.0,1058906,Away,-350,-1800
206,206,1,391052,0.0,Running with ball,foot,0.0,0.0,391000.0,1058906,Away,350,-2840
207,207,1,392072,0.0,Running with ball,foot,0.0,0.0,392000.0,1058906,Away,650,-3027
208,208,1,392898,0.0,Running with ball,foot,0.0,0.0,392800.0,1058906,Away,650,-3027
209,209,1,393442,0.0,Running with ball,foot,0.0,0.0,393400.0,1058906,Away,550,-3027
210,210,1,394289,0.0,Pass,foot,0.0,0.0,394200.0,1058906,Away,750,-3120
211,211,1,396225,0.0,Reception,foot,0.0,0.0,396200.0,865302,Away,-550,-2654
212,212,1,397865,0.0,Running with ball,foot,0.0,0.0,397800.0,865302,Away,-650,-2560
213,213,1,398653,0.0,Pass,foot,0.0,0.0,398600.0,865302,Away,-850,-2560
214,214,1,400128,0.0,Reception,foot,0.0,0.0,400100.0,551844,Away,-1950,-100
215,215,1,401539,0.0,Pass,foot,0.0,0.0,401500.0,551844,Away,-1950,-200
216,216,1,402643,0.0,Reception,foot,0.0,0.0,402600.0,922857,Away,-950,1100
217,217,1,404200,0.0,Pass,foot,0.0,0.0,404200.0,922857,Away,-450,1300
218,218,1,406573,897314.0,Pass,Header,0.0,0.0,406500.0,507914,Home,2050,1000
219,219,1,408108,0.0,Reception,Chest,0.0,0.0,408100.0,1188348,Home,1650,1700
220,220,1,408512,0.0,Pass,foot,0.0,0.0,408500.0,1188348,Home,1350,1800
221,221,1,409795,0.0,Pass,foot,0.0,0.0,409700.0,1169228,Home,50,1500
222,222,1,411155,617173.0,Pass,foot,0.0,0.0,411100.0,1142529,Home,650,1200
223,223,1,411300,0.0,Block,foot,0.0,0.0,411300.0,617173,Away,450,1100
224,224,1,411380,0.0,Reception,foot,0.0,0.0,411300.0,1142529,Home,450,1100
225,225,1,412889,0.0,Pass,foot,0.0,0.0,412800.0,704169,Home,850,1000
226,226,1,413719,0.0,Pass,foot,0.0,0.0,413700.0,922857,Away,250,300
227,227,1,417206,0.0,Reception,foot,0.0,0.0,417200.0,597710,Home,1350,-2747
228,228,1,419327,1058906.0,Running with ball,foot,0.0,0.0,419300.0,597710,Home,350,-3213
229,229,1,419437,597710.0,Running with ball,foot,0.0,0.0,419400.0,1058906,Away,350,-3213
230,230,1,420929,0.0,Pass,foot,0.0,0.0,420900.0,597710,Home,550,-3213
231,231,1,421835,0.0,Out for throw-in,0,0.0,0.0,421800.0,0,Away,50,-3400
232,232,1,428916,0.0,Pass,Hands (dropped),0.0,0.0,428900.0,1058906,Away,-250,-3400
233,233,1,430479,0.0,Reception,foot,0.0,0.0,430400.0,865302,Away,-1550,-3027
234,234,1,430968,0.0,Running with ball,foot,0.0,0.0,430900.0,865302,Away,-1650,-2840
235,235,1,432627,0.0,Pass,foot,0.0,0.0,432600.0,865302,Away,-1450,-2840
236,236,1,433725,0.0,Reception,foot,0.0,0.0,433700.0,551844,Away,-1850,-500
237,237,1,435166,0.0,Pass,foot,0.0,0.0,435100.0,551844,Away,-1950,-400
238,238,1,436630,0.0,Reception,foot,0.0,0.0,436600.0,617173,Away,-150,400
239,239,1,437224,0.0,Running with ball,foot,0.0,0.0,437200.0,617173,Away,-250,300
240,240,1,438074,0.0,Pass,foot,0.0,0.0,438000.0,617173,Away,150,300
241,241,1,440854,0.0,Clearance,foot,0.0,0.0,440800.0,349538,Home,3950,1500
242,242,1,444299,0.0,Pass,foot,0.0,0.0,444200.0,1188348,Home,2950,3213
243,243,1,445561,0.0,Reception,foot,0.0,0.0,445500.0,1142529,Home,2550,2000
244,244,1,446420,0.0,Pass,foot,0.0,0.0,446400.0,1142529,Home,2850,2374
245,245,1,447731,0.0,Reception,foot,0.0,0.0,447700.0,349538,Home,4250,2560
246,246,1,448741,0.0,Pass,foot,0.0,0.0,448700.0,349538,Home,4150,2654
247,247,1,448873,0.0,Block,foot,0.0,0.0,448800.0,734131,Away,4050,2840
248,248,1,450048,0.0,Out for throw-in,0,0.0,0.0,450000.0,0,Away,4050,3400
249,249,1,460157,0.0,Pass,Hands (dropped),0.0,0.0,460100.0,349538,Home,3150,3400
250,250,1,461611,1169228.0,Pass,Header,0.0,0.0,461600.0,551844,Away,1750,2934
251,251,1,463491,747138.0,Running with ball,foot,0.0,0.0,463400.0,1061291,Away,3150,2374
252,252,1,463801,1061291.0,Running with ball,foot,0.0,0.0,463800.0,747138,Home,3150,2374
253,253,1,466247,0.0,Running with ball,foot,0.0,0.0,466200.0,747138,Home,4350,2747
254,254,1,467094,0.0,Pass,foot,0.0,0.0,467000.0,747138,Home,4250,3120
255,255,1,468669,0.0,Pass,Header,0.0,0.0,468600.0,617173,Away,2150,2467
256,256,1,471299,0.0,Reception,foot,0.0,0.0,471200.0,897314,Away,4450,1600
257,257,1,472339,0.0,Shot on target,Left foot,5250.0,80.0,472300.0,897314,Away,4050,900
258,258,1,473049,0.0,Catch save,0,0.0,0.0,473000.0,869616,Home,5050,300
259,259,1,473149,0.0,Hold of ball,0,0.0,0.0,473100.0,869616,Home,4950,200
260,260,1,474848,0.0,Pass,Hands (dropped),0.0,0.0,474800.0,869616,Home,4950,0
261,261,1,477230,0.0,Pass,foot,0.0,0.0,477200.0,740462,Home,3050,-2094
262,262,1,479349,0.0,Pass,foot,0.0,0.0,479300.0,865302,Away,650,-2374
263,263,1,481972,0.0,Reception,foot,0.0,0.0,481900.0,1058906,Away,1450,-3213
264,264,1,482499,0.0,Running with ball,foot,0.0,0.0,482400.0,1058906,Away,1350,-3213
265,265,1,483098,0.0,Running with ball,foot,0.0,0.0,483000.0,1058906,Away,1150,-3213
266,266,1,484193,0.0,Running with ball,foot,0.0,0.0,484100.0,1058906,Away,1150,-3120
267,267,1,485061,0.0,Running with ball,foot,0.0,0.0,485000.0,1058906,Away,850,-3213
268,268,1,485802,0.0,Running with ball,foot,0.0,0.0,485800.0,1058906,Away,750,-3213
269,269,1,486643,1058906.0,Foul - Direct free-kick,0,0.0,0.0,486600.0,740462,Home,850,-3307
270,270,1,497066,0.0,Pass,foot,0.0,0.0,497000.0,865302,Away,950,-3307
271,271,1,499004,0.0,Reception,foot,0.0,0.0,499000.0,551844,Away,-1350,-2654
272,272,1,499704,0.0,Running with ball,foot,0.0,0.0,499700.0,551844,Away,-1350,-2467
273,273,1,501051,0.0,Running with ball,foot,0.0,0.0,501000.0,551844,Away,-1450,-2281
274,274,1,503469,0.0,Pass,foot,0.0,0.0,503400.0,551844,Away,-550,-2094
275,275,1,506096,0.0,Cross,Left foot,0.0,0.0,506000.0,1058906,Away,3950,-2840
276,276,1,508028,0.0,Hold of ball,0,0.0,0.0,508000.0,869616,Home,4650,-300
277,277,1,511009,0.0,Pass,Hands (dropped),0.0,0.0,511000.0,869616,Home,4050,-500
278,278,1,513330,0.0,Reception,foot,0.0,0.0,513300.0,597710,Home,1150,-3027
279,279,1,514850,0.0,Pass,foot,0.0,0.0,514800.0,597710,Home,1150,-3213
280,280,1,514960,0.0,Block,foot,0.0,0.0,514900.0,922857,Away,950,-3120
281,281,1,515502,0.0,Out for throw-in,0,0.0,0.0,515500.0,0,Away,1450,-3400
282,282,1,525400,0.0,Pass,Hands (dropped),0.0,0.0,525400.0,740462,Home,1050,-3400
283,283,1,527367,0.0,Pass,Header,0.0,0.0,527300.0,551844,Away,-650,-2467
284,284,1,528765,0.0,Reception,foot,0.0,0.0,528700.0,1142529,Home,-150,-2467
285,285,1,529569,0.0,Pass,foot,0.0,0.0,529500.0,1142529,Home,-650,-2187
286,286,1,530159,0.0,Pass,foot,0.0,0.0,530100.0,597710,Home,-450,-2654
287,287,1,532895,0.0,Pass,foot,0.0,0.0,532800.0,349538,Home,-250,800
288,288,1,535797,0.0,Reception,foot,0.0,0.0,535700.0,1188348,Home,-2350,2000
289,289,1,536234,0.0,Running with ball,foot,0.0,0.0,536200.0,1188348,Home,-2450,1900
290,290,1,537054,997427.0,Running with ball,foot,0.0,0.0,537000.0,1188348,Home,-2550,1600
291,291,1,537635,0.0,Pass,foot,0.0,0.0,537600.0,1188348,Home,-2550,1400
292,292,1,539107,0.0,Clearance,foot,0.0,0.0,539100.0,551844,Away,-3350,1000
293,293,1,540000,1142529.0,Pass,foot,0.0,0.0,540000.0,922857,Away,-3150,300
294,294,1,540854,0.0,Reception,foot,0.0,0.0,540800.0,865302,Away,-3750,500
295,295,1,541950,0.0,Running with ball,foot,0.0,0.0,541900.0,865302,Away,-3850,200
296,296,1,542472,0.0,Pass,foot,0.0,0.0,542400.0,865302,Away,-3850,-200
297,297,1,543834,831314.0,Clearance uncontrolled,foot,0.0,0.0,543800.0,740462,Home,-2150,-1100
