,Half,Time,Idactor1,Idactor2,EventName,BodyPart,TargetX,TargetY
1745,2,1478191,997427,,Pass,foot,,
1746,2,1483941,551844,,Reception,foot,,
1747,2,1485358,551844,,Pass,foot,,
1748,2,1486661,617173,,Reception,foot,,
1749,2,1487081,617173,,Running with ball,foot,,
1750,2,1488085,617173,,Pass,foot,,
1751,2,1489021,897314,,Reception,Header,,
1752,2,1490089,897314,,Running with ball,foot,,
1753,2,1491078,897314,,Pass,foot,,
1754,2,1491938,831314,,Reception,foot,,
1755,2,1493718,831314,,Running with ball,foot,,
1756,2,1494162,831314,,Pass,foot,,
1757,2,1494657,922857,,Reception,foot,,
1758,2,1497144,997427,,Reception,foot,,
1759,2,1498210,997427,,Running with ball,foot,,
1760,2,1498831,997427,,Running with ball,foot,,
1761,2,1499820,997427,,Running with ball,foot,,
1762,2,1500278,997427,,Running with ball,foot,,
1763,2,1500948,997427,,Pass,foot,,
1764,2,1501662,1061291,,Reception,foot,,
1765,2,1502412,1061291,,Running with ball,foot,,
1766,2,1502622,1061291,,Pass,foot,,
1767,2,1502912,747138,,Reception,foot,,
1768,2,1504198,747138,,Pass,foot,,
1769,2,1504278,1061291,,Block,foot,,
1770,2,1505370,1061291,747138,Running with ball,foot,,
1771,2,1506122,1061291,,Running with ball,foot,,
1772,2,1507215,704169,1061291,Pass,foot,,
1773,2,1507455,1142529,,Reception,foot,,
1774,2,1508936,865302,952727,Pass,foot,,
1775,2,1511148,897314,,Pass,foot,,
1776,2,1512437,831314,,Reception,foot,,
1777,2,1512688,831314,,Running with ball,foot,,
1778,2,1513487,831314,,Pass,foot,,
1779,2,1514122,1058906,,Reception,foot,,
1780,2,1514553,740462,1058906,Clearance uncontrolled,foot,,
1781,2,1515474,507914,1058906,Reception,foot,,
1782,2,1516997,507914,,Running with ball,foot,,
1783,2,1517936,507914,,Clearance,foot,,
1784,2,1519312,,,Out for throw-in,,,
1785,2,1526057,1058906,,Pass,Hands (dropped),,
1786,2,1527199,831314,,Reception,foot,,
1787,2,1527672,831314,,Running with ball,foot,,
1788,2,1529060,831314,,Pass,foot,,
1789,2,1530708,1058906,,Reception,foot,,
1790,2,1531207,1058906,,Running with ball,foot,,
1791,2,1531958,1058906,,Running with ball,foot,,
1792,2,1532606,1058906,,Pass,foot,,
1793,2,1533316,897314,,Reception,foot,,
1794,2,1534587,897314,,Shot not on target,Left foot,-5250,-200
1795,2,1534667,1142529,,Block,foot,,
1796,2,1535918,,,Out for corner,,,
1797,2,1558292,617173,,Cross,Left foot,,
1798,2,1559993,747138,,Clearance,Header,,
1799,2,1561019,734131,,Reception,foot,,
1800,2,1562517,734131,,Shot not on target,foot,-5250,990
1801,2,1562652,747138,,Reception,Chest,,
1802,2,1564706,1142529,,Clearance,foot,,
1803,2,1565508,,,Out for throw-in,,,
1804,2,1594834,1058906,,Pass,Hands (dropped),,
1805,2,1595994,922857,,Pass,foot,,
1806,2,1597097,1058906,,Reception,foot,,
1807,2,1597563,1058906,,Running with ball,foot,,
1808,2,1598561,1058906,,Running with ball,foot,,
1809,2,1598810,1058906,,Running with ball,foot,,
1810,2,1599770,1058906,,Running with ball,foot,,
1811,2,1600108,1058906,,Pass,foot,,
1812,2,1601707,922857,,Reception,foot,,
1813,2,1602319,922857,,Running with ball,foot,,
1814,2,1603089,922857,,Running with ball,foot,,
1815,2,1603610,922857,,Cross,Left foot,,
1816,2,1603940,597710,,Reception,foot,,
1817,2,1605468,507914,,Pass,foot,,
1818,2,1608273,865302,,Reception,foot,,
1819,2,1609407,865302,,Pass,Header,,
1820,2,1610287,597710,,Pass,foot,,
1821,2,1613077,551844,,Reception,foot,,
1822,2,1614158,551844,,Pass,foot,,
1823,2,1616619,736418,,Reception,foot,,
1824,2,1617734,736418,,Pass,foot,,
1825,2,1619039,551844,,Reception,foot,,
1826,2,1620625,551844,,Pass,foot,,
1827,2,1622618,997427,,Reception,foot,,
1828,2,1624620,997427,,Running with ball,foot,,
1829,2,1625871,997427,,Running with ball,foot,,
1830,2,1626368,997427,,Running with ball,foot,,
1831,2,1627648,997427,,Pass,foot,,
1832,2,1629082,551844,,Pass,foot,,
1833,2,1630692,865302,,Reception,foot,,
1834,2,1632172,865302,,Pass,foot,,
1835,2,1634098,740462,,Pass,Header,,
1836,2,1637081,897314,,Reception,foot,,
1837,2,1638219,897314,,Running with ball,foot,,
1838,2,1638932,897314,507914,Running with ball,foot,,
1839,2,1639872,897314,,Pass,foot,,
1840,2,1641079,734131,952729,Reception,foot,,
1841,2,1642977,1142529,,Pass,foot,,
1842,2,1644851,952729,,Reception,Chest,,
1843,2,1646132,952729,,Pass,foot,,
1844,2,1648852,551844,,Pass,Header,,
1845,2,1650429,997427,1142529,Running with ball,foot,,
1846,2,1652168,997427,,Running with ball,foot,,
1847,2,1653290,997427,,Pass,foot,,
1848,2,1654804,865302,,Reception,foot,,
1849,2,1655979,865302,,Pass,foot,,
1850,2,1657596,1058906,,Reception,foot,,
1851,2,1658323,1058906,,Running with ball,foot,,
1852,2,1658927,1058906,,Running with ball,foot,,
1853,2,1659454,1058906,,Running with ball,foot,,
1854,2,1660484,1058906,,Pass,foot,,
1855,2,1661630,507914,,Pass,foot,,
1856,2,1662448,704169,,Reception,foot,,
1857,2,1662871,704169,,Pass,foot,,
1858,2,1663448,597710,,Reception,foot,,
1859,2,1664080,597710,,Pass,foot,,
1860,2,1665099,740462,,Pass,foot,,
1861,2,1666980,1169228,,Reception,foot,,
1862,2,1667251,1169228,,Pass,foot,,
1863,2,1667977,865302,,Block,foot,,
1864,2,1668353,865302,,Running with ball,foot,,
1865,2,1669802,865302,,Pass,foot,,
1866,2,1671256,997427,,Reception,foot,,
1867,2,1672912,997427,,Pass,foot,,
1868,2,1675062,740462,,Pass,Header,,
1869,2,1677488,831314,,Reception,foot,,
1870,2,1679037,740462,831314,Clearance uncontrolled,foot,,
1871,2,1679669,,,Out for throw-in,,,
1872,2,1696990,507914,1164715,Substitution,,,
1873,2,1710805,1058906,,Pass,Hands (dropped),,
1874,2,1711461,922857,,Pass,foot,,
1875,2,1714618,1058906,,Cross,Left foot,,
1876,2,1716323,1142529,,Clearance,foot,,
1877,2,1718132,952727,,Reception,foot,,
1878,2,1719489,952727,,Pass,foot,,
1879,2,1720815,740462,,Pass,foot,,
1880,2,1722790,865302,,Pass,Header,,
1881,2,1724719,922857,,Pass,foot,,
1882,2,1727832,740462,,Reception,foot,,
1883,2,1729640,740462,,Pass,foot,,
1884,2,1732075,865302,,Reception,Chest,,
1885,2,1733848,865302,,Pass,foot,,
1886,2,1735035,831314,1164715,Reception,foot,,
1887,2,1736189,831314,,Reception,foot,,
1888,2,1736701,831314,1164715,Running with ball,foot,,
1889,2,1737941,831314,,Reception,foot,,
1890,2,1738562,831314,,Running with ball,foot,,
1891,2,1738991,831314,,Running with ball,foot,,
1892,2,1740170,831314,,Pass,foot,,
1893,2,1740320,1164715,,Block,foot,,
1894,2,1741297,,,Out for corner,,,
1895,2,1762443,617173,,Cross,Left foot,,
1896,2,1767368,734131,,Cross,foot,,
1897,2,1768587,869616,,Hold of ball,,,
1898,2,1770973,997427,869616,Foul - Direct free-kick,,,
1899,2,1779841,997427,,Yellow card,,,
1900,2,1811480,869616,,Pass,foot,,
1901,2,1814425,1169228,997427,Pass,Header,,
1902,2,1816481,1058906,,Pass,foot,,
1903,2,1818930,1164715,,Pass,Header,,
1904,2,1820190,952729,,Pass,foot,,
1905,2,1821161,551844,,Pass,Header,,
1906,2,1821990,704169,,Pass,Header,,
1907,2,1823737,551844,,Pass,foot,,
1908,2,1824660,1142529,,Pass,foot,,
1909,2,1828766,997427,,Pass,foot,,
1910,2,1831006,736418,,Pass,foot,,
1911,2,1832959,349538,,Reception,foot,,
1912,2,1834058,551844,,Reception,foot,,
1913,2,1836411,1061291,,Pass,Header,,
1914,2,1837925,1164715,,Pass,foot,,
1915,2,1838608,747138,,Reception,Chest,,
1916,2,1840785,1061291,,Pass,foot,,
1917,2,1841616,734131,,Reception,foot,,
1918,2,1842870,734131,,Pass,foot,,
1919,2,1844999,831314,,Reception,foot,,
1920,2,1845770,831314,,Running with ball,foot,,
1921,2,1846530,831314,,Shot on target,foot,-5250,70
1922,2,1846975,869616,,Diving save,,,
1923,2,1848545,869616,,Hold of ball,,,
1924,2,1858628,869616,,Drop kick,foot,,
1925,2,1864959,865302,,Reception,foot,,
1926,2,1865968,865302,,Running with ball,foot,,
1927,2,1866537,865302,,Running with ball,foot,,
1928,2,1867135,865302,,Running with ball,foot,,
1929,2,1868059,865302,,Pass,foot,,
1930,2,1868249,597710,,Block,foot,,
1931,2,1868489,,,Out for throw-in,,,
1932,2,1884980,1058906,,Pass,Hands (dropped),,
1933,2,1885641,922857,,Pass,foot,,
1934,2,1886406,1058906,,Pass,foot,,
1935,2,1888658,952729,,Reception,foot,,
1936,2,1889447,952729,734131,Running with ball,foot,,
1937,2,1889527,734131,952729,Pass,foot,,
1938,2,1889603,952729,,Reception,foot,,
1939,2,1891866,997427,,Pass,foot,,
1940,2,1894172,349538,,Pass,foot,,
1941,2,1895687,952729,,Reception,foot,,
1942,2,1897277,997427,,Reception,foot,,
1943,2,1898372,997427,,Running with ball,foot,,
1944,2,1899235,997427,,Pass,foot,,
1945,2,1901899,736418,,Pass,foot,,
1946,2,1904389,865302,,Reception,foot,,
1947,2,1906712,865302,,Running with ball,foot,,
1948,2,1907257,865302,,Pass,foot,,
1949,2,1908358,922857,,Pass,foot,,
1950,2,1910130,865302,,Reception,foot,,
1951,2,1911130,865302,,Pass,foot,,
1952,2,1913097,551844,,Reception,foot,,
1953,2,1914130,551844,,Pass,foot,,
1954,2,1915748,997427,,Reception,foot,,
1955,2,1917000,997427,,Pass,foot,,
1956,2,1918162,617173,,Reception,foot,,
1957,2,1919219,617173,,Running with ball,foot,,
1958,2,1920004,617173,,Running with ball,foot,,
1959,2,1921279,617173,,Running with ball,foot,,
1960,2,1922896,617173,,Pass,foot,,
1961,2,1923576,1058906,,Reception,foot,,
1962,2,1924647,1058906,,Running with ball,foot,,
1963,2,1924960,1058906,740462,Running with ball,foot,,
1964,2,1925874,1058906,,Pass,foot,,
1965,2,1926935,897314,,Reception,foot,,
1966,2,1928441,897314,,Running with ball,foot,,
1967,2,1929700,897314,,Pass,foot,,
1968,2,1931892,869616,,Hold of ball,,,
1969,2,1935341,869616,,Pass,Hands (dropped),,
1970,2,1939673,865302,,Reception,foot,,
1971,2,1940800,865302,,Running with ball,foot,,
1972,2,1941510,865302,,Pass,foot,,
1973,2,1942556,831314,,Pass,foot,,
1974,2,1944287,865302,,Reception,foot,,
1975,2,1945079,865302,952727,Running with ball,foot,,
1976,2,1947550,865302,,Reception,foot,,
1977,2,1948433,865302,,Pass,foot,,
1978,2,1949320,922857,,Reception,foot,,
1979,2,1949892,922857,,Running with ball,foot,,
1980,2,1950485,922857,,Running with ball,foot,,
1981,2,1951433,922857,,Pass,foot,,
1982,2,1953750,734131,,Reception,foot,,
1983,2,1955032,734131,,Pass,foot,,
1984,2,1956308,997427,,Pass,foot,,
1985,2,1958856,734131,,Cross,foot,,
1986,2,1960346,869616,,Hold of ball,,,
1987,2,1968191,869616,,Drop kick,foot,,
1988,2,1971722,551844,,Reception,foot,,
1989,2,1974645,736418,,Pass,foot,,
1990,2,1976708,551844,,Reception,foot,,
1991,2,1978031,551844,,Running with ball,foot,,
1992,2,1979178,551844,,Running with ball,foot,,
1993,2,1981940,551844,,Pass,foot,,
1994,2,1984900,734131,,Reception,foot,,
1995,2,1985890,734131,,Pass,foot,,
1996,2,1987042,1061291,,Reception,foot,,
1997,2,1987972,1061291,,Shot not on target,foot,-5250,130
1998,2,1988212,747138,,Block,Chest,,
1999,2,1990256,1058906,704169,Reception,foot,,
2000,2,1991541,740462,,Pass,foot,,
2001,2,1995848,952729,,Pass,foot,,
2002,2,1997842,1169228,,Reception,foot,,
2003,2,1999272,1169228,,Running with ball,foot,,
2004,2,2000118,1169228,,Pass,foot,,
2005,2,2001801,551844,,Pass,foot,,
2006,2,2003422,1061291,,Reception,foot,,
2007,2,2004280,1061291,,Pass,foot,,
2008,2,2004923,922857,,Reception,foot,,
2009,2,2006181,922857,,Running with ball,foot,,
2010,2,2007266,922857,,Running with ball,foot,,
2011,2,2008111,922857,,Pass,foot,,
2012,2,2011388,869616,,Reception,foot,,
2013,2,2014813,869616,,Hold of ball,,,
2014,2,2033401,869616,,Drop kick,foot,,
2015,2,2036574,997427,,Reception,foot,,
2016,2,2037280,997427,,Running with ball,foot,,
2017,2,2038720,997427,,Running with ball,foot,,
2018,2,2039183,997427,,Pass,foot,,
2019,2,2040872,551844,,Pass,foot,,
2020,2,2043550,997427,,Reception,foot,,
2021,2,2045271,997427,,Running with ball,foot,,
2022,2,2047218,997427,,Pass,foot,,
2023,2,2048367,922857,,Reception,foot,,
2024,2,2048786,922857,,Running with ball,foot,,
2025,2,2050294,922857,,Pass,foot,,
2026,2,2052619,734131,,Pass,Header,,
2027,2,2053985,1061291,747138,Shot on target,foot,-5250,-280
2028,2,2054551,869616,,Diving save,Hands (punched),,
2029,2,2055313,,,Out for corner,,,
2030,2,2086979,617173,,Cross,Left foot,,
2031,2,2088584,1164715,,Clearance,Header,,
2032,2,2090439,,,Out for corner,,,
2033,2,2114421,617173,,Cross,Left foot,,
2034,2,2115916,997427,,Shot on target,Header,-5250,150
2035,2,2116577,869616,,Diving save,Hands (punched),,
2036,2,2116857,,,Out for corner,,,
2037,2,2131796,617173,,Cross,Left foot,,
2038,2,2133583,997427,,Shot not on target,Header,-5250,-870
2039,2,2135559,,,Out for goal kick,,,
2040,2,2153783,1061291,1194328,Substitution,,,
2041,2,2162832,869616,,Pass,foot,,
2042,2,2164579,551844,,Reception,foot,,
2043,2,2169382,704169,,Pass,Header,,
2044,2,2171297,997427,,Pass,Header,,
2045,2,2174713,736418,,Hold of ball,,,
2046,2,2175590,736418,,Pass,Hands (dropped),,
2047,2,2177662,997427,,Reception,foot,,
2048,2,2178152,997427,,Running with ball,foot,,
2049,2,2180271,997427,,Running with ball,foot,,
2050,2,2182015,997427,,Running with ball,foot,,
2051,2,2183344,997427,,Pass,foot,,
2052,2,2186813,831314,,Reception,foot,,
2053,2,2187582,831314,,Shot not on target,foot,-5250,210
2054,2,2187662,1164715,,Block,foot,,
2055,2,2190949,,,Out for corner,,,
2056,2,2209288,617173,,Cross,Left foot,,
2057,2,2211688,865302,1164715,Shot not on target,Header,-5250,-130
2058,2,2211809,1164715,,Block,Chest,,
2059,2,2213420,,,Out for corner,,,
2060,2,2236366,617173,,Cross,Left foot,,
2061,2,2238481,551844,,Shot not on target,Header,-5250,-450
2062,2,2240057,869616,,Hold of ball,,,
2063,2,2255860,869616,,Drop kick,foot,,
2064,2,2259563,997427,,Pass,Header,,
2065,2,2261141,897314,,Reception,Header,,
2066,2,2263456,740462,,Reception,foot,,
2067,2,2264159,740462,,Pass,foot,,
2068,2,2265182,952727,,Reception,foot,,
2069,2,2266332,952727,,Running with ball,foot,,
2070,2,2267194,952727,,Running with ball,foot,,
2071,2,2268040,952727,,Pass,foot,,
2072,2,2269670,597710,,Reception,foot,,
2073,2,2270498,597710,,Running with ball,foot,,
2074,2,2271386,597710,,Shot not on target,foot,5250,-1000
2075,2,2271426,597710,,Chance,,,
2076,2,2272244,,,Out for goal kick,,,
2077,2,2298484,952727,1126502,Substitution,,,
2078,2,2299739,1142529,401851,Substitution,,,
2079,2,2314652,736418,,Pass,foot,,
2080,2,2316738,551844,,Pass,foot,,
2081,2,2319082,865302,,Reception,foot,,
2082,2,2319763,865302,,Running with ball,foot,,
2083,2,2321976,865302,,Pass,foot,,
2084,2,2324041,1164715,,Pass,Header,,
2085,2,2325166,597710,,Reception,Chest,,
2086,2,2325863,597710,1058906,Running with ball,foot,,
2087,2,2327199,597710,,Running with ball,foot,,
2088,2,2327581,597710,,Pass,foot,,
2089,2,2328480,401851,,Reception,foot,,
2090,2,2328938,865302,401851,Foul - Direct free-kick,,,
2091,2,2344573,1164715,,Pass,foot,,
2092,2,2346374,1169228,,Pass,foot,,
2093,2,2347510,997427,,Pass,foot,,
2094,2,2349916,747138,,Reception,foot,,
2095,2,2350895,747138,,Pass,foot,,
2096,2,2352559,349538,,Reception,foot,,
2097,2,2353452,349538,,Pass,foot,,
2098,2,2358060,,,Out for throw-in,,,
2099,2,2360361,997427,,Pass,Hands (dropped),,
2100,2,2361726,736418,,Reception,foot,,
2101,2,2363500,736418,,Pass,foot,,
2102,2,2365925,865302,,Reception,foot,,
2103,2,2368129,865302,,Running with ball,foot,,
2104,2,2369287,865302,,Running with ball,foot,,
2105,2,2370501,865302,,Pass,foot,,
2106,2,2373185,997427,,Reception,Chest,,
2107,2,2374413,997427,,Running with ball,foot,,
2108,2,2375710,997427,,Pass,foot,,
2109,2,2376700,922857,,Reception,foot,,
2110,2,2377210,922857,,Running with ball,foot,,
2111,2,2377745,922857,,Running with ball,foot,,
2112,2,2379175,922857,,Running with ball,foot,,
2113,2,2380096,922857,,Pass,foot,,
2114,2,2383530,734131,,Reception,foot,,
2115,2,2384434,734131,,Running with ball,foot,,
2116,2,2385450,734131,,Running with ball,foot,,
2117,2,2386431,734131,,Pass,foot,,
2118,2,2387285,831314,,Reception,foot,,
2119,2,2387726,831314,,Running with ball,foot,,
2120,2,2388891,831314,,Pass,foot,,
2121,2,2389120,952729,,Block,foot,,
2122,2,2389747,831314,1126502,Reception,foot,,
2123,2,2389905,1126502,,Reception,foot,,
2124,2,2390318,1126502,,Running with ball,foot,,
2125,2,2390683,1126502,,Running with ball,foot,,
2126,2,2392593,922857,,Pass,foot,,
2127,2,2393747,997427,,Reception,foot,,
2128,2,2395192,997427,,Pass,foot,,
2129,2,2396390,831314,,Reception,foot,,
2130,2,2396976,831314,,Pass,foot,,
2131,2,2397540,734131,,Pass,foot,,
2132,2,2398558,831314,,Pass,foot,,
2133,2,2399517,704169,,Pass,foot,,
2134,2,2401494,997427,,Reception,foot,,
2135,2,2401978,997427,,Pass,foot,,
2136,2,2402868,922857,,Reception,foot,,
2137,2,2404200,922857,,Pass,foot,,
2138,2,2405356,734131,,Reception,foot,,
2139,2,2405733,734131,952729,Running with ball,foot,,
2140,2,2406651,734131,,Running with ball,foot,,
2141,2,2407378,734131,,Pass,foot,,
2142,2,2409180,1194328,,Cross,foot,,
2143,2,2409330,704169,,Block,foot,,
2144,2,2410148,401851,,Reception,foot,,
2145,2,2411497,401851,,Clearance,foot,,
2146,2,2414842,,,Out for throw-in,,,
2147,2,2421641,734131,,Pass,Hands (dropped),,
2148,2,2423192,997427,,Reception,foot,,
2149,2,2424742,997427,,Running with ball,foot,,
2150,2,2425187,997427,,Running with ball,foot,,
2151,2,2425581,997427,,Pass,foot,,
2152,2,2427590,551844,,Pass,foot,,
2153,2,2430590,865302,,Pass,foot,,
2154,2,2431711,831314,,Reception,foot,,
2155,2,2432602,831314,,Running with ball,foot,,
2156,2,2433379,831314,1164715,Running with ball,foot,,
2157,2,2433539,1164715,831314,Running with ball,foot,,
2158,2,2434779,1164715,,Running with ball,foot,,
2159,2,2435410,831314,1164715,Foul - Direct free-kick,,,
2160,2,2461242,869616,,Pass,foot,,
2161,2,2464737,1169228,,Pass,Header,,
2162,2,2466760,1058906,,Pass,foot,,
2163,2,2467894,704169,,Reception,foot,,
2164,2,2468624,704169,,Pass,foot,,
2165,2,2469939,1058906,704169,Reception,foot,,
2166,2,2470742,1058906,,Pass,foot,,
2167,2,2471350,897314,,Reception,foot,,
2168,2,2471932,897314,,Pass,foot,,
2169,2,2472718,922857,,Pass,foot,,
2170,2,2473577,1194328,,Pass,foot,,
2171,2,2474773,897314,,Reception,foot,,
2172,2,2475133,897314,,Running with ball,foot,,
2173,2,2475702,401851,897314,Foul - Direct free-kick,,,
2174,2,2496691,865302,,Pass,foot,,
2175,2,2497611,617173,,Pass,foot,,
2176,2,2498488,865302,,Reception,foot,,
2177,2,2500204,865302,,Pass,foot,,
2178,2,2501516,551844,,Reception,foot,,
2179,2,2502228,551844,,Pass,foot,,
2180,2,2503894,997427,,Reception,foot,,
2181,2,2504589,997427,,Pass,foot,,
2182,2,2505894,922857,,Reception,foot,,
2183,2,2507004,922857,,Pass,foot,,
2184,2,2508999,617173,,Reception,foot,,
2185,2,2509982,617173,,Running with ball,foot,,
2186,2,2511021,617173,,Pass,foot,,
2187,2,2512233,1058906,,Reception,foot,,
2188,2,2513327,1058906,,Running with ball,foot,,
2189,2,2513852,1058906,,Running with ball,foot,,
2190,2,2514867,1058906,,Cross,foot,,
2191,2,2516782,869616,,Hold of ball,,,
2192,2,2533311,869616,,Drop kick,foot,,
2193,2,2537033,865302,,Reception,foot,,
2194,2,2539017,740462,,Pass,foot,,
2195,2,2540204,597710,,Reception,foot,,
2196,2,2540748,597710,,Pass,foot,,
2197,2,2540818,1058906,,Block,foot,,
2198,2,2541861,,,Out for throw-in,,,
2199,2,2553437,740462,,Pass,Hands (dropped),,
2200,2,2555179,551844,,Pass,Header,,
2201,2,2558322,740462,,Pass,foot,,
2202,2,2561002,747138,,Pass,foot,,
2203,2,2563240,869616,,Reception,foot,,
2204,2,2565206,869616,,Pass,foot,,
2205,2,2567559,865302,,Reception,foot,,
2206,2,2569038,865302,,Pass,foot,,
2207,2,2569541,922857,1126502,Pass,foot,,
2208,2,2570181,401851,,Reception,foot,,
2209,2,2571363,865302,401851,Foul - Direct free-kick,,,
2210,2,2594955,349538,,Pass,foot,,
2211,2,2597151,1169228,865302,Pass,Header,,
2212,2,2598822,736418,,Catch,,,
2213,2,2604692,736418,,Pass,Hands (dropped),,
2214,2,2607460,1058906,,Reception,foot,,
2215,2,2608038,1058906,,Running with ball,foot,,
2216,2,2608573,1058906,,Running with ball,foot,,
2217,2,2609945,1058906,,Pass,foot,,
2218,2,2611619,551844,,Reception,foot,,
2219,2,2612865,551844,,Pass,foot,,
2220,2,2614625,997427,,Reception,foot,,
2221,2,2615826,997427,,Pass,foot,,
2222,2,2616900,1194328,,Reception,foot,,
2223,2,2617786,1194328,,Pass,foot,,
2224,2,2618518,922857,,Pass,foot,,
2225,2,2620415,997427,,Reception,foot,,
2226,2,2621627,997427,,Pass,foot,,
2227,2,2623801,865302,,Reception,foot,,
2228,2,2625245,865302,,Running with ball,foot,,
2229,2,2625878,865302,,Pass,foot,,
2230,2,2627052,1058906,,Reception,foot,,
2231,2,2627256,740462,1058906,Foul - Direct free-kick,,,
2232,2,2643127,865302,,Pass,foot,,
2233,2,2646683,997427,,Pass,foot,,
2234,2,2648006,734131,,Reception,foot,,
2235,2,2648997,734131,,Running with ball,foot,,
2236,2,2649787,734131,,Pass,foot,,
2237,2,2651411,1194328,,Cross,foot,,
2238,2,2652734,747138,,Clearance,Header,,
2239,2,2655240,734131,,Shot on target,Header,-5250,-220
2240,2,2656281,869616,,Hold of ball,,,
2241,2,2656351,869616,,Catch save,,,
2242,2,2658308,869616,,Pass,Hands (dropped),,
2243,2,2662647,1169228,,Reception,foot,,
2244,2,2663252,1169228,,Running with ball,foot,,
2245,2,2664134,1169228,,Running with ball,foot,,
2246,2,2666747,1169228,,Running with ball,foot,,
2247,2,2667180,1169228,,Pass,foot,,
2248,2,2668470,740462,,Reception,foot,,
2249,2,2669402,740462,,Pass,foot,,
2250,2,2671901,551844,,Pass,Chest,,
2251,2,2673425,597710,,Reception,foot,,
2252,2,2674365,597710,,Pass,foot,,
2253,2,2674821,1058906,,Reception,foot,,
2254,2,2676253,922857,,Pass,foot,,
2255,2,2677569,551844,,Reception,foot,,
2256,2,2678769,551844,,Pass,foot,,
2257,2,2680427,997427,,Reception,foot,,
2258,2,2681591,997427,,Running with ball,foot,,
2259,2,2682061,997427,,Pass,foot,,
2260,2,2683627,922857,,Reception,foot,,
2261,2,2684988,922857,,Pass,foot,,
2262,2,2686553,865302,,Reception,foot,,
2263,2,2688610,865302,,Running with ball,foot,,
2264,2,2689744,865302,,Pass,foot,,
2265,2,2690791,740462,,Pass,foot,,
2266,2,2692030,922857,,Pass,foot,,
2267,2,2692885,740462,,Reception,Chest,,
2268,2,2695056,740462,922857,Running with ball,foot,,
2269,2,2695093,922857,740462,Clearance uncontrolled,foot,,
2270,2,2696537,597710,,Pass,foot,,
2271,2,2698815,551844,1169228,Pass,Header,,
2272,2,2700103,,,,,,
2273,2,2700532,740462,,Pass,foot,,
2274,2,2706826,,,Out for throw-in,,,
2275,2,2707193,551844,,Pass,Hands (dropped),,
2276,2,2708595,736418,,Reception,foot,,
2277,2,2709988,736418,,Pass,foot,,
2278,2,2711593,997427,,Reception,foot,,
2279,2,2712861,997427,,Running with ball,foot,,
2280,2,2714415,997427,,Pass,foot,,
2281,2,2715986,1194328,,Reception,foot,,
2282,2,2716789,1194328,,Running with ball,foot,,
2283,2,2717216,1194328,,Pass,foot,,
2284,2,2718122,997427,,Reception,foot,,
2285,2,2718706,997427,,Running with ball,foot,,
2286,2,2719216,997427,,Pass,foot,,
2287,2,2721282,865302,,Reception,foot,,
2288,2,2722254,865302,,Running with ball,foot,,
2289,2,2723840,865302,,Running with ball,foot,,
2290,2,2724577,865302,,Pass,foot,,
2291,2,2725875,551844,,Reception,foot,,
2292,2,2726720,551844,,Pass,foot,,
2293,2,2727747,922857,,Reception,foot,,
2294,2,2728440,922857,,Running with ball,foot,,
2295,2,2730384,922857,,Pass,foot,,
2296,2,2732640,997427,,Reception,foot,,
2297,2,2733384,997427,,Pass,foot,,
2298,2,2735046,734131,,Reception,foot,,
2299,2,2735620,734131,,Running with ball,foot,,
2300,2,2736301,734131,,Running with ball,foot,,
2301,2,2737042,734131,,Running with ball,foot,,
2302,2,2738179,747138,734131,Clearance uncontrolled,foot,,
2303,2,2739409,,,Out for throw-in,,,
2304,2,2744914,734131,,Pass,Hands (dropped),,
2305,2,2746673,997427,,Reception,foot,,
2306,2,2747017,997427,,Running with ball,foot,,
2307,2,2747957,997427,,Running with ball,foot,,
2308,2,2748479,997427,,Pass,foot,,
2309,2,2750789,865302,,Reception,foot,,
2310,2,2752926,865302,,Pass,foot,,
2311,2,2754846,349538,1194328,Clearance uncontrolled,Header,,
2312,2,2757871,922857,,Reception,foot,,
2313,2,2759100,922857,,Pass,foot,,
2314,2,2759849,1194328,,Pass,foot,,
2315,2,2761098,922857,,Pass,foot,,
2316,2,2762147,617173,,Reception,foot,,
2317,2,2762747,617173,,Running with ball,foot,,
2318,2,2763600,617173,,Running with ball,foot,,
2319,2,2764321,617173,,Running with ball,foot,,
2320,2,2765166,617173,,Running with ball,foot,,
2321,2,2765974,617173,,Running with ball,foot,,
2322,2,2767494,,,Out for goal kick,,,
2323,2,2796611,869616,,Pass,foot,,
2324,2,2799945,1169228,865302,Pass,Header,,
2325,2,2803186,922857,,Pass,foot,,
2326,2,2804035,997427,,Reception,foot,,
2327,2,2804707,997427,,Running with ball,foot,,
2328,2,2805138,997427,,Pass,foot,,
2329,2,2806466,617173,,Reception,foot,,
2330,2,2807757,617173,,Pass,foot,,
2331,2,2811200,831314,740462,Running with ball,foot,,
2332,2,2811430,740462,831314,Clearance uncontrolled,foot,,
2333,2,2812451,,,Out for throw-in,,,
2334,2,2816169,831314,,Pass,Hands (dropped),,
2335,2,2816792,1058906,,Pass,foot,,
2336,2,2817542,831314,,Reception,foot,,
2337,2,2818295,831314,,Running with ball,foot,,
2338,2,2818967,831314,,Running with ball,foot,,
2339,2,2820239,831314,,Pass,foot,,
2340,2,2822063,997427,,Reception,foot,,
2341,2,2823754,997427,,Shot not on target,foot,-5250,170
2342,2,2824205,747138,,Block,Header,,
2343,2,2830778,,,Out for throw-in,,,
2344,2,2832662,734131,,Pass,Hands (dropped),,
2345,2,2834522,551844,704169,Running with ball,foot,,
