,Half,Time,Idactor1,Idactor2,EventName,BodyPart,TargetX,TargetY
2346,2,2834642,704169,551844,Running with ball,foot,,
2347,2,2835752,704169,,Pass,foot,,
2348,2,2836633,1169228,,Reception,foot,,
2349,2,2838264,1169228,,Running with ball,foot,,
2350,2,2839262,1169228,,Running with ball,foot,,
2351,2,2839989,1169228,,Running with ball,foot,,
2352,2,2840753,1169228,,Running with ball,foot,,
2353,2,2841532,997427,,Pass,foot,,
2354,2,2848555,922857,,Reception,foot,,
2355,2,2852116,922857,,Running with ball,foot,,
2356,2,2853247,922857,,Running with ball,foot,,
2357,2,2855018,922857,,Pass,foot,,
2358,2,2856001,1194328,,Reception,foot,,
2359,2,2857837,1194328,,Running with ball,foot,,
2360,2,2859234,1194328,,Running with ball,foot,,
2361,2,2860264,1194328,,Pass,foot,,
2362,2,2861157,997427,,Reception,foot,,
2363,2,2862870,997427,,Running with ball,foot,,
2364,2,2863622,997427,,Pass,foot,,
2365,2,2865657,865302,,Reception,foot,,
2366,2,2867250,865302,,Running with ball,foot,,
2367,2,2868884,865302,,Running with ball,foot,,
2368,2,2869991,865302,,Pass,foot,,
2369,2,2872555,997427,,Reception,foot,,
2370,2,2873133,997427,,Pass,foot,,
2371,2,2874623,734131,,Reception,foot,,
2372,2,2875422,734131,,Running with ball,foot,,
2373,2,2876060,734131,,Running with ball,foot,,
2374,2,2876363,734131,704169,Running with ball,foot,,
2375,2,2877533,734131,,Running with ball,foot,,
2376,2,2878745,734131,,Pass,foot,,
2377,2,2879641,617173,,Reception,foot,,
2378,2,2880617,747138,,Pass,foot,,
2379,2,2881272,401851,,Reception,foot,,
2380,2,2882455,401851,,Pass,foot,,
2381,2,2947320,736418,,Reception,foot,,
2382,2,2947982,736418,,Pass,foot,,
2383,2,2949536,551844,,Reception,foot,,
2384,2,2950902,551844,,Pass,foot,,
2385,2,2952874,997427,,Reception,foot,,
2386,2,2953616,997427,,Running with ball,foot,,
2387,2,2954440,997427,,Pass,foot,,
2388,2,2955874,734131,,Reception,foot,,
2389,2,2956862,734131,,Running with ball,foot,,
2390,2,2957940,734131,,Pass,foot,,
2391,2,2959134,1194328,,Reception,foot,,
2392,2,2960479,1194328,,Running with ball,foot,,
2393,2,2962803,1194328,,Running with ball,foot,,
2394,2,2963133,1194328,,Running with ball,foot,,
2395,2,2963502,1194328,,Running with ball,foot,,
2396,2,2964907,1194328,,Pass,foot,,
2397,2,2966396,997427,,Reception,foot,,
2398,2,2968201,997427,,Running with ball,foot,,
2399,2,2969164,997427,,Pass,foot,,
2400,2,2971259,865302,,Reception,foot,,
2401,2,2972715,865302,,Pass,foot,,
2402,2,2974669,349538,,Clearance,Header,,
2403,2,2975892,617173,,Reception,foot,,
2404,2,2977522,401851,,Pass,foot,,
2405,2,2981370,736418,,Reception,foot,,
2406,2,2982551,736418,,Running with ball,foot,,
2407,2,2983193,736418,,Pass,foot,,
2408,2,2984667,997427,,Reception,foot,,
2409,2,2985548,997427,,Running with ball,foot,,
2410,2,2986622,997427,,Running with ball,foot,,
2411,2,2987177,997427,,Pass,foot,,
2412,2,2989488,551844,,Pass,foot,,
2413,2,2991222,865302,,Reception,foot,,
2414,2,2992209,865302,,Pass,foot,,
2415,2,2993079,831314,,Pass,foot,,
2416,2,2994354,1058906,,Pass,foot,,
2417,2,2995542,865302,,Reception,foot,,
2418,2,2995660,401851,865302,Foul - Direct free-kick,,,
2419,2,3003881,401851,,Yellow card,,,
2420,2,3033096,897314,,Pass,foot,,
2421,2,3033765,401851,551844,Foul - Penalty,,,
2422,2,3050660,401851,,Yellow card,,,
2423,2,3050760,401851,,Red card,,,
2424,2,3107055,1058906,869616,Shot on target,Left foot,-5250,210
2425,2,3107095,1058906,,Chance,,,
2426,2,3107486,869616,,Diving save,Hands (punched),,
2427,2,3110415,,,End of Half,,,
